timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1522822022938,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022938,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022939,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022939,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022939,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022939,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022940,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022940,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022940,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022941,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022941,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022941,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022941,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022942,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022942,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022942,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022942,1,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,1
1522822022943,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022943,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
1522822022943,0,process-blocking,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused,Thread Group 1-1,text,false,,2037,0,1,1,0,0,0
